MPCode	MP0311	MP0313	MP0315	MP0317	MP0319	MP0321	MP0323	MP0528	MP0530	MP0532	MP0534	MP0536	MP0538	MP0540	MP0778	MP0780	MP0782	MP0784	MP0786	MP0788	MP0790	MP0878	MP0880	MP0882	MP0884	MP0886	MP0888	MP1154	MP1162	MP1164	MP1166	MP1174	MP1176	MP1178	MP1409	MP1411	MP1413	MP1415	MP1417	MP1419	MP1421	MP1517	MP1519	MP1521	MP1523	MP1525	MP1527	MP1529	MP1672	MP1674	MP1676	MP1678	MP1680	MP1682	MP1684	MP1845	MP1847	MP1849	MP1851	MP1853	MP1855	MP1857	MP2231	MP2233bis	MP2235	MP2237	MP2239	MP2241	MP2243	MP2809	MP2811	MP2813	MP2815	MP2817	MP2819	MP2821
MP-RGC-v4_011330150	0.0	0.0	0.0	0.0	0.0	0.0	0.000790130061669	0.0	0.0	0.0	0.0	0.0	0.0	0.00465385472079	0.0	0.0	0.0	0.0	0.0	0.0	0.000716892184413	0.0	0.0	0.0	0.0	8.10958550376e-05	0.00250451968881	0.0	0.0	0.0	0.0	0.00110077526072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121082601008	0.000729362830973	0.00120976466508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000745474543669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000335487039697	0.0	0.0	0.000300581692767	0.0	6.55548517588e-05	0.0
MP-RGC-v4_011700407	0.0	0.0	0.00100365597653	0.00147511695204	0.00118453364112	0.0	0.0	0.0	0.0	0.00023706106551	0.000254803580372	0.00407608737196	0.000139516925197	0.0	0.0	0.0	0.0	0.0	0.00104101003549	0.0	0.0	0.0	0.0	0.00217907527032	0.000381199627278	8.8336494368e-05	0.0	0.0	0.0	0.00210840836199	0.000879488475177	0.0	0.0	0.000165793189889	0.0	0.0	0.000619774887808	0.000281287450617	0.0	8.65032916249e-05	0.0	0.0	0.0	0.000126977562749	0.00250597604265	9.93105761049e-05	0.0	0.0	0.0	0.0	0.0	0.00117605713947	0.000339522918616	0.00105026890258	0.0	0.0	0.0	0.00102173230171	0.00150474625545	0.000406017230089	0.0	0.0	0.0	0.0	0.0009579256738	0.0	0.0	0.0	0.0	0.000121813705627	0.000196681800159	0.00278883209813	0.00040927408043	0.000313781905977	0.0	0.0
MP-RGC-v4_011912857	0.0	0.0	0.00115173630431	0.00156254789601	0.000996815983762	0.0	0.0	0.0	0.0	0.000217629066753	0.0	8.70229131631e-05	0.000128081201569	0.0	0.0	0.0	0.0	0.000420124857767	8.68801274469e-05	0.0	0.0	0.0	0.00013339978322	0.000272790263481	8.74885445585e-05	0.0	0.0	0.0	0.000221716532366	0.000879812782565	0.0	0.0	0.0	0.0	0.0	0.0	0.00161209275205	0.000172153753095	0.0	0.0	0.0	0.0	0.000345975155751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000826433277073	0.00194338213502	0.0027013392959	0.00154268563806	0.0	0.0	0.000303445116364	0.000703487518828	0.000115116855211	0.0	0.0	0.0	0.000235599446406	0.00213420744295	0.00142903525606	0.0	0.0	0.0	0.0	0.0	0.0	0.00069824686941	7.5145381937e-05	0.0	0.0	0.0
MP-RGC-v4_013094035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000533805037456	0.0	0.0	0.0	0.0	0.0	0.0	0.000799394245812	0.000320347321974	0.0	0.0	0.0	0.000185924380235	0.0	0.000165816303816	0.0	0.0	0.0	8.99473511341e-05	0.00173343085106	0.0	0.0	0.00521275120117	0.0	0.0	0.000290844535146	0.00360801844886	6.8371162333e-05	0.00600787374112	0.0	0.0	0.0	0.0	0.000123788372309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117689313025	0.000190533682573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MP-RGC-v4_013398483	0.0	0.0	0.0	0.0	9.26448229886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000392830523015	0.0	0.0	0.0	0.0	0.0	0.0	0.000240261136581	0.0	0.0	0.0	0.0	0.000804992363039	0.0106951605004	0.0	0.0	0.00011333580836	0.0	0.00321921985816	0.0	0.0	0.00529055358262	0.0	0.0	0.0	0.00149601156834	0.0	0.000405937132145	0.0	0.0	0.0	0.0	0.0	0.00233019670654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119868043308	0.000235378878847	0.00628760129328	0.0	0.0	0.0	0.0	0.0	0.0	0.000260610873977	0.0	0.0	0.0017149224592	0.0	0.0	0.000768246175679	0.00991481196428	0.0	0.0
MP-RGC-v4_013488310	0.0	0.0	0.0	0.0	0.000356632703827	0.0	0.0	0.0	0.0	0.0	0.000115072365126	0.000513715410488	0.0	0.0	0.0	0.0	0.0	0.0	8.54787842943e-05	7.70728791254e-05	0.0	0.0	0.0	0.000268390259487	0.000172154391493	0.0	0.0	0.0	0.0	0.000346248889061	7.9437677305e-05	0.0	0.0	7.48742009609e-05	0.0	0.0	0.00018659843192	8.46886755004e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00107216719625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48630078977e-05	0.0	0.0	0.0	0.000115356798023	0.000339780066991	9.16813661292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148846153846	7.39333157313e-05	0.0	0.0	0.0
MP-RGC-v4_014047020	0.0	0.0	0.000221861247408	0.0	0.000261843545402	0.0	0.0	0.0	0.0	0.0	0.000112649834979	0.000335266969882	0.0	0.0	0.0	0.0	0.0	0.0	0.000167358911741	7.54503229802e-05	0.0	0.0	0.0	0.000437899739414	0.000337060874744	7.81080984818e-05	0.0	0.0	0.0	0.000254219637544	0.00147754432624	0.0	0.0	0.000732979318989	0.0	0.0	0.000182670942618	0.0009948679659	0.0	0.000229461568645	0.0	0.0	0.0	0.0	0.000349865057101	0.000965926222534	0.0	0.0	0.0	0.0	0.00031839531043	0.0	0.000400279495311	0.000185732283131	0.0	0.0	0.0	0.000451712862237	0.00033262718827	0.000807761725465	0.0	0.0	0.0	0.0	0.0	0.0	6.13807991043e-05	0.0	0.0	0.000215418523839	0.000173908207772	0.000224174546384	0.00021713064572	0.00138724709802	0.0	0.0
MP-RGC-v4_014351889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000264845936406	0.0	0.0	0.0	0.0	0.0	0.0	0.000161983812284	0.0	0.0	0.0	0.0	0.000180908558199	0.000167689773385	0.0	0.0	0.0	0.0	0.0017530141844	0.0	0.0	0.00243912262377	0.0	0.0	0.0	0.00106793565582	0.0	0.000492629376117	0.0	0.0	0.0	0.0	0.000250374250502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000238038298679	0.000289029630842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019855138167	0.0	0.0
MP-RGC-v4_014352532	6.627379892e-05	0.0	0.0	0.0	0.00113715149947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000133936321319	0.0	0.0	0.0	0.0	0.0	0.0	0.000163834819931	0.0	0.0	0.0	0.0	0.000823392155544	0.0106004185032	0.0	0.00016162596521	0.0	0.0	0.00439040780142	0.0	0.0	0.004456511385	0.0	0.0	0.0	0.00198026576943	0.0	8.30432053015e-05	0.0	0.0	0.0	0.0	0.000379852958773	0.00257413283948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122607850458	0.000481516779372	0.00555431980028	0.0	0.0	0.0	0.0	0.0	0.0	0.000199925827444	0.0	0.0	0.00152024164733	0.0	0.0	0.00133587187907	0.0126516884733	0.0	0.0
MP-RGC-v4_016411987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96647755562e-05	0.000114829944838	0.0	0.0	0.0	0.0	7.8336415479e-05	0.0150547461056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00212291940051	5.61929353694e-05	0.0	0.0	0.000274680681013	0.0	0.000172153753095	0.00595202778614	0.000873540567642	0.000442143991567	0.0	0.0	0.0	0.0	9.11704289504e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
